,temp_zone_0,phvac_0,occ_0,solar,temp_outdoor,Time,day_sin,day_cos,setpt_0
2021-07-18 17:30:00,71.1471285,-2759.829624,1,451.8666667,76.22,7/18/2021 17:30,-0.991444861,-0.130526192,25
2021-07-18 17:45:00,71.5777205,-2767.097976,1,354.4,76.19333333,7/18/2021 17:45,-0.997858923,-0.065403129,25
2021-07-18 18:00:00,71.75921833,-2781.041676,1,159.7333333,75.62,7/18/2021 18:00,-1.0,-1.84e-16,25
2021-07-18 18:15:00,71.69685792,-2772.624278,1,162.0666667,74.94,7/18/2021 18:15,-0.997858923,0.065403129,25
2021-07-18 18:30:00,72.04724783,-2765.523223,1,307.4666667,74.84666667,7/18/2021 18:30,-0.991444861,0.130526192,25
2021-07-18 18:45:00,72.38357217,-2753.60008,1,222.1333333,74.53333333,7/18/2021 18:45,-0.98078528,0.195090322,25
2021-07-18 19:00:00,72.562489,-2747.589636,1,213.4,74.52,7/18/2021 19:00,-0.965925826,0.258819045,25
2021-07-18 19:15:00,72.75971167,-2772.602264,2,156.6666667,74.71333333,7/18/2021 19:15,-0.946930129,0.321439465,25
2021-07-18 19:30:00,72.73128283,-2774.362913,1,70.6,74.50666667,7/18/2021 19:30,-0.923879533,0.382683432,25
2021-07-18 19:45:00,72.41032533,-2741.601158,1,38.4,73.78666667,7/18/2021 19:45,-0.896872742,0.44228869,25
2021-07-18 20:00:00,72.09770792,-2749.755792,1,20.86666667,72.80666667,7/18/2021 20:00,-0.866025404,0.5,25
2021-07-18 20:15:00,71.85132833,-2758.913891,1,10.0,71.98,7/18/2021 20:15,-0.831469612,0.555570233,25
2021-07-18 20:30:00,71.57958833,-2752.258032,1,1.666666667,71.14666667,7/18/2021 20:30,-0.79335334,0.608761429,25
2021-07-18 20:45:00,71.35919342,-2755.157729,1,0.0,70.43333333,7/18/2021 20:45,-0.751839807,0.659345815,25
2021-07-18 21:00:00,71.15833325,-2756.88738,1,0.0,69.94,7/18/2021 21:00,-0.707106781,0.707106781,25
2021-07-18 21:15:00,70.991513,-2767.597906,1,0.0,69.66,7/18/2021 21:15,-0.659345815,0.751839807,25
2021-07-18 21:30:00,70.88219833,-2777.77919,1,0.0,69.31333333,7/18/2021 21:30,-0.608761429,0.79335334,25
2021-07-18 21:45:00,70.75437425,-2784.547285,1,0.0,68.89333333,7/18/2021 21:45,-0.555570233,0.831469612,25
2021-07-18 22:00:00,70.60558992,-2784.702679,1,0.0,68.38,7/18/2021 22:00,-0.5,0.866025404,25
2021-07-18 22:15:00,70.4781105,-2794.759285,0,0.0,68.01333333,7/18/2021 22:15,-0.44228869,0.896872742,25
2021-07-18 22:30:00,70.23425017,-2801.100685,0,0.0,67.72666667,7/18/2021 22:30,-0.382683432,0.923879533,25
2021-07-18 22:45:00,70.00190467,-2813.500539,0,0.0,67.60666667,7/18/2021 22:45,-0.321439465,0.946930129,25
2021-07-18 23:00:00,69.8362315,-2828.110199,0,0.0,67.4,7/18/2021 23:00,-0.258819045,0.965925826,25
2021-07-18 23:15:00,69.63640458,-2830.291832,0,0.0,67.08666667,7/18/2021 23:15,-0.195090322,0.98078528,25
2021-07-18 23:30:00,69.45832942,-2830.806394,0,0.0,66.58,7/18/2021 23:30,-0.130526192,0.991444861,25
2021-07-18 23:45:00,69.2977825,-2843.189341,0,0.0,66.33333333,7/18/2021 23:45,-0.065403129,0.997858923,25
